Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01449.01","Melonseed","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","0118","Millet","2022","2022","ha","25654","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","41126","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01239.01","Okra","2022","2022","ha","18126","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","7310","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01323","Oranges","2022","2022","ha","6481","E","Estimated value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","38085","E","Estimated value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","ha","9654","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","144","E","Estimated value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","39140","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","22623","E","Estimated value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01651","Pepper (Piper spp.), raw","2022","2022","ha","618","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01318","Pineapples","2022","2022","ha","7689","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01510","Potatoes","2022","2022","ha","21","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","0113","Rice","2022","2022","ha","134840","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","580000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01444","Sesame seed","2022","2022","ha","12000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","0114","Sorghum","2022","2022","ha","127291","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","0141","Soya beans","2022","2022","ha","281095","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01802","Sugar cane","2022","2022","ha","2382","I","Imputed value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","10597","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01550","Taro","2022","2022","ha","715","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01234","Tomatoes","2022","2022","ha","39299","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","204","Benin","5312","Area harvested","01540","Yams","2022","2022","ha","251727","A","Official figure",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01212","Cabbages","2022","2022","ha","446","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","142","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01199.90","Cereals n.e.c.","2022","2022","ha","3318","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","ha","7799","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","1682","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","79575","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0118","Millet","2022","2022","ha","13679","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","197","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01323","Oranges","2022","2022","ha","252","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","1943","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","29596","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","3796","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01510","Potatoes","2022","2022","ha","1180","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","622","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0114","Sorghum","2022","2022","ha","27130","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01215","Spinach","2022","2022","ha","126","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01445","Sunflower seed","2022","2022","ha","2817","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","69","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01234","Tomatoes","2022","2022","ha","409","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","01221","Watermelons","2022","2022","ha","471","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0111","Wheat","2022","2022","ha","616","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01371","Almonds, in shell","2022","2022","ha","3644","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01708","Bambara beans, dry","2022","2022","ha","54371","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01312","Bananas","2022","2022","ha","1817","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01372","Cashew nuts, in shell","2022","2022","ha","124973","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","1091","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","ha","1684","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01706","Cow peas, dry","2022","2022","ha","1718547","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01193","Fonio","2022","2022","ha","10231","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","623769","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01499.01","Karite nuts (sheanuts)","2022","2022","ha","93618","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","46","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","1090429","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","1574","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0118","Millet","2022","2022","ha","1043257","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01239.01","Okra","2022","2022","ha","3224","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01253.01","Onions and shallots, green","2022","2022","ha","1064","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01323","Oranges","2022","2022","ha","136","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","723","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","243122","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","16770","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","ha","3498","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2022","2022","ha","1900","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","130363","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01651","Pepper (Piper spp.), raw","2022","2022","ha","94592","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01321","Pomelos and grapefruits","2022","2022","ha","17","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01510","Potatoes","2022","2022","ha","14874","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0113","Rice","2022","2022","ha","198473","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","692036","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01444","Sesame seed","2022","2022","ha","396151","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0114","Sorghum","2022","2022","ha","1958672","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0141","Soya beans","2022","2022","ha","132528","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01802","Sugar cane","2022","2022","ha","4919","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","9880","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01324","Tangerines, mandarins, clementines","2022","2022","ha","43","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01234","Tomatoes","2022","2022","ha","18243","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","951","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01376","Walnuts, in shell","2022","2022","ha","90889","I","Imputed value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01540","Yams","2022","2022","ha","3974","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01312","Bananas","2022","2022","ha","155368","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01701","Beans, dry","2022","2022","ha","859236","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","303979","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01447","Castor oil seeds","2022","2022","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01199.90","Cereals n.e.c.","2022","2022","ha","17425","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01610","Coffee, green","2022","2022","ha","18921","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","14488","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","180000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01630","Maté leaves","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","0118","Millet","2022","2022","ha","10000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","9154","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","25144","I","Imputed value",""
